TYPE,DATE,START TIME,END TIME,USAGE (kWh),COST,NOTES
Electric usage,2024-08-31,11:00,11:29,0.07,$0.01
Electric usage,2024-08-31,11:30,11:59,0.08,$0.01
Electric usage,2024-08-31,12:00,12:29,0.08,$0.01
Electric usage,2024-08-31,12:30,12:59,0.09,$0.01
Electric usage,2024-08-31,13:00,13:29,0.09,$0.01
Electric usage,2024-08-31,13:30,13:59,0.09,$0.01
Electric usage,2024-08-31,14:00,14:29,0.07,$0.01
Electric usage,2024-08-31,14:30,14:59,0.08,$0.01
Electric usage,2024-08-31,15:00,15:29,0.10,$0.01
Electric usage,2024-08-31,15:30,15:59,0.10,$0.01
Electric usage,2024-08-31,16:00,16:29,0.10,$0.01
Electric usage,2024-08-31,16:30,16:59,0.09,$0.01
Electric usage,2024-08-31,17:00,17:29,0.09,$0.01
Electric usage,2024-08-31,17:30,17:59,0.09,$0.01
Electric usage,2024-08-31,18:00,18:29,0.09,$0.01
Electric usage,2024-08-31,18:30,18:59,0.09,$0.01
Electric usage,2024-08-31,19:00,19:29,0.08,$0.01
Electric usage,2024-08-31,19:30,19:59,0.11,$0.01
Electric usage,2024-08-31,20:00,20:29,0.10,$0.01
Electric usage,2024-08-31,20:30,20:59,0.09,$0.01
Electric usage,2024-08-31,21:00,21:29,0.09,$0.01
Electric usage,2024-08-31,21:30,21:59,0.10,$0.01
Electric usage,2024-08-31,22:00,22:29,0.10,$0.01
Electric usage,2024-08-31,22:30,22:59,0.09,$0.01
Electric usage,2024-08-31,23:00,23:29,0.07,$0.01
Electric usage,2024-08-31,23:30,23:59,0.10,$0.01
Electric usage,2024-09-01,00:00,00:29,0.09,$0.01
Electric usage,2024-09-01,00:30,00:59,0.08,$0.01
Electric usage,2024-09-01,01:00,01:29,0.09,$0.01
Electric usage,2024-09-01,01:30,01:59,0.11,$0.01
Electric usage,2024-09-01,02:00,02:29,0.19,$0.03
Electric usage,2024-09-01,02:30,02:59,0.13,$0.02
Electric usage,2024-09-01,03:00,03:29,0.10,$0.01
Electric usage,2024-09-01,03:30,03:59,0.10,$0.01
Electric usage,2024-09-01,04:00,04:29,0.09,$0.01
Electric usage,2024-09-01,04:30,04:59,0.09,$0.01
Electric usage,2024-09-01,05:00,05:29,0.07,$0.01
Electric usage,2024-09-01,05:30,05:59,0.10,$0.01
Electric usage,2024-09-01,06:00,06:29,0.10,$0.01
Electric usage,2024-09-01,06:30,06:59,0.09,$0.01
Electric usage,2024-09-01,07:00,07:29,0.09,$0.01
Electric usage,2024-09-01,07:30,07:59,0.07,$0.01
Electric usage,2024-09-01,08:00,08:29,0.09,$0.01
Electric usage,2024-09-01,08:30,08:59,0.09,$0.01
Electric usage,2024-09-01,09:00,09:29,0.09,$0.01
Electric usage,2024-09-01,09:30,09:59,0.09,$0.01
Electric usage,2024-09-01,10:00,10:29,0.09,$0.01
Electric usage,2024-09-01,10:30,10:59,0.09,$0.01
Electric usage,2024-09-01,11:00,11:29,0.09,$0.01
Electric usage,2024-09-01,11:30,11:59,0.08,$0.01
Electric usage,2024-09-01,12:00,12:29,0.08,$0.01
Electric usage,2024-09-01,12:30,12:59,0.10,$0.01
Electric usage,2024-09-01,13:00,13:29,0.08,$0.01
Electric usage,2024-09-01,13:30,13:59,0.08,$0.01
Electric usage,2024-09-01,14:00,14:29,0.08,$0.01
Electric usage,2024-09-01,14:30,14:59,0.09,$0.01
Electric usage,2024-09-01,15:00,15:29,0.10,$0.01
Electric usage,2024-09-01,15:30,15:59,0.09,$0.01
Electric usage,2024-09-01,16:00,16:29,0.15,$0.02
Electric usage,2024-09-01,16:30,16:59,0.27,$0.04
Electric usage,2024-09-01,17:00,17:29,0.17,$0.02
Electric usage,2024-09-01,17:30,17:59,0.31,$0.04
Electric usage,2024-09-01,18:00,18:29,0.39,$0.05
Electric usage,2024-09-01,18:30,18:59,1.26,$0.17
Electric usage,2024-09-01,19:00,19:29,0.48,$0.07
Electric usage,2024-09-01,19:30,19:59,0.25,$0.03
Electric usage,2024-09-01,20:00,20:29,0.28,$0.04
Electric usage,2024-09-01,20:30,20:59,0.22,$0.03
Electric usage,2024-09-01,21:00,21:29,0.26,$0.03
Electric usage,2024-09-01,21:30,21:59,0.29,$0.04
Electric usage,2024-09-01,22:00,22:29,0.46,$0.06
Electric usage,2024-09-01,22:30,22:59,0.66,$0.09
Electric usage,2024-09-01,23:00,23:29,0.62,$0.08
Electric usage,2024-09-01,23:30,23:59,0.54,$0.07
Electric usage,2024-09-02,00:00,00:29,0.56,$0.08
Electric usage,2024-09-02,00:30,00:59,0.51,$0.07
Electric usage,2024-09-02,01:00,01:29,0.51,$0.07
Electric usage,2024-09-02,01:30,01:59,0.55,$0.07
Electric usage,2024-09-02,02:00,02:29,0.49,$0.07
Electric usage,2024-09-02,02:30,02:59,0.50,$0.07
Electric usage,2024-09-02,03:00,03:29,0.56,$0.08
Electric usage,2024-09-02,03:30,03:59,0.43,$0.06
Electric usage,2024-09-02,04:00,04:29,0.45,$0.06
Electric usage,2024-09-02,04:30,04:59,0.30,$0.04
Electric usage,2024-09-02,05:00,05:29,0.17,$0.02
Electric usage,2024-09-02,05:30,05:59,0.17,$0.02
Electric usage,2024-09-02,06:00,06:29,0.19,$0.03
Electric usage,2024-09-02,06:30,06:59,0.17,$0.02
Electric usage,2024-09-02,07:00,07:29,0.27,$0.04
Electric usage,2024-09-02,07:30,07:59,0.76,$0.10
Electric usage,2024-09-02,08:00,08:29,0.27,$0.04
Electric usage,2024-09-02,08:30,08:59,0.19,$0.03
Electric usage,2024-09-02,09:00,09:29,0.18,$0.02
Electric usage,2024-09-02,09:30,09:59,0.17,$0.02
Electric usage,2024-09-02,10:00,10:29,0.52,$0.07
Electric usage,2024-09-02,10:30,10:59,0.18,$0.02
Electric usage,2024-09-02,11:00,11:29,0.08,$0.01
Electric usage,2024-09-02,11:30,11:59,0.10,$0.01
Electric usage,2024-09-02,12:00,12:29,0.09,$0.01
Electric usage,2024-09-02,12:30,12:59,0.42,$0.06
Electric usage,2024-09-02,13:00,13:29,0.93,$0.13
Electric usage,2024-09-02,13:30,13:59,1.03,$0.14
Electric usage,2024-09-02,14:00,14:29,0.93,$0.13
Electric usage,2024-09-02,14:30,14:59,0.13,$0.02
Electric usage,2024-09-02,15:00,15:29,0.14,$0.02
Electric usage,2024-09-02,15:30,15:59,0.16,$0.02
Electric usage,2024-09-02,16:00,16:29,0.13,$0.02
Electric usage,2024-09-02,16:30,16:59,0.16,$0.02
Electric usage,2024-09-02,17:00,17:29,0.13,$0.02
Electric usage,2024-09-02,17:30,17:59,0.13,$0.02
Electric usage,2024-09-02,18:00,18:29,0.14,$0.02
Electric usage,2024-09-02,18:30,18:59,0.13,$0.02
Electric usage,2024-09-02,19:00,19:29,0.52,$0.07
Electric usage,2024-09-02,19:30,19:59,0.91,$0.12
Electric usage,2024-09-02,20:00,20:29,0.86,$0.12
Electric usage,2024-09-02,20:30,20:59,0.89,$0.12
Electric usage,2024-09-02,21:00,21:29,0.98,$0.13
Electric usage,2024-09-02,21:30,21:59,1.12,$0.15
Electric usage,2024-09-02,22:00,22:29,1.01,$0.14
Electric usage,2024-09-02,22:30,22:59,1.06,$0.14
Electric usage,2024-09-02,23:00,23:29,1.11,$0.15
Electric usage,2024-09-02,23:30,23:59,0.98,$0.13
Electric usage,2024-09-03,00:00,00:29,0.86,$0.12
Electric usage,2024-09-03,00:30,00:59,0.82,$0.11
Electric usage,2024-09-03,01:00,01:29,0.83,$0.11
Electric usage,2024-09-03,01:30,01:59,0.84,$0.11
Electric usage,2024-09-03,02:00,02:29,0.82,$0.11
Electric usage,2024-09-03,02:30,02:59,0.83,$0.11
Electric usage,2024-09-03,03:00,03:29,0.84,$0.11
Electric usage,2024-09-03,03:30,03:59,0.83,$0.11
Electric usage,2024-09-03,04:00,04:29,0.82,$0.11
Electric usage,2024-09-03,04:30,04:59,0.83,$0.11
Electric usage,2024-09-03,05:00,05:29,0.84,$0.11
Electric usage,2024-09-03,05:30,05:59,0.81,$0.11
Electric usage,2024-09-03,06:00,06:29,0.91,$0.12
Electric usage,2024-09-03,06:30,06:59,1.06,$0.14
Electric usage,2024-09-03,07:00,07:29,1.62,$0.22
Electric usage,2024-09-03,07:30,07:59,1.00,$0.14
Electric usage,2024-09-03,08:00,08:29,1.05,$0.14
Electric usage,2024-09-03,08:30,08:59,0.99,$0.14
Electric usage,2024-09-03,09:00,09:29,0.84,$0.11
Electric usage,2024-09-03,09:30,09:59,0.26,$0.03
Electric usage,2024-09-03,10:00,10:29,0.15,$0.02
Electric usage,2024-09-03,10:30,10:59,0.27,$0.04
Electric usage,2024-09-03,11:00,11:29,0.29,$0.04
Electric usage,2024-09-03,11:30,11:59,0.16,$0.02
Electric usage,2024-09-03,12:00,12:29,0.31,$0.04
Electric usage,2024-09-03,12:30,12:59,0.91,$0.12
Electric usage,2024-09-03,13:00,13:29,0.25,$0.03
Electric usage,2024-09-03,13:30,13:59,0.24,$0.03
Electric usage,2024-09-03,14:00,14:29,0.14,$0.02
Electric usage,2024-09-03,14:30,14:59,0.15,$0.02
Electric usage,2024-09-03,15:00,15:29,0.21,$0.03
Electric usage,2024-09-03,15:30,15:59,0.24,$0.03
Electric usage,2024-09-03,16:00,16:29,0.16,$0.02
Electric usage,2024-09-03,16:30,16:59,0.10,$0.01
Electric usage,2024-09-03,17:00,17:29,1.80,$0.25
Electric usage,2024-09-03,17:30,17:59,1.11,$0.15
Electric usage,2024-09-03,18:00,18:29,0.59,$0.08
Electric usage,2024-09-03,18:30,18:59,0.15,$0.02
Electric usage,2024-09-03,19:00,19:29,0.18,$0.02
Electric usage,2024-09-03,19:30,19:59,0.25,$0.03
Electric usage,2024-09-03,20:00,20:29,0.23,$0.03
Electric usage,2024-09-03,20:30,20:59,0.21,$0.03
Electric usage,2024-09-03,21:00,21:29,0.18,$0.02
Electric usage,2024-09-03,21:30,21:59,0.51,$0.07
Electric usage,2024-09-03,22:00,22:29,0.20,$0.03
Electric usage,2024-09-03,22:30,22:59,0.31,$0.04
Electric usage,2024-09-03,23:00,23:29,0.16,$0.02
Electric usage,2024-09-03,23:30,23:59,0.37,$0.05
Electric usage,2024-09-04,00:00,00:29,0.25,$0.03
Electric usage,2024-09-04,00:30,00:59,0.13,$0.02
Electric usage,2024-09-04,01:00,01:29,0.11,$0.01
Electric usage,2024-09-04,01:30,01:59,0.11,$0.01
Electric usage,2024-09-04,02:00,02:29,0.11,$0.01
Electric usage,2024-09-04,02:30,02:59,0.10,$0.01
Electric usage,2024-09-04,03:00,03:29,0.10,$0.01
Electric usage,2024-09-04,03:30,03:59,0.11,$0.01
Electric usage,2024-09-04,04:00,04:29,0.11,$0.01
Electric usage,2024-09-04,04:30,04:59,0.10,$0.01
Electric usage,2024-09-04,05:00,05:29,0.42,$0.06
Electric usage,2024-09-04,05:30,05:59,0.19,$0.03
Electric usage,2024-09-04,06:00,06:29,0.20,$0.03
Electric usage,2024-09-04,06:30,06:59,0.25,$0.03
Electric usage,2024-09-04,07:00,07:29,0.23,$0.03
Electric usage,2024-09-04,07:30,07:59,0.23,$0.03
Electric usage,2024-09-04,08:00,08:29,0.13,$0.02
Electric usage,2024-09-04,08:30,08:59,0.13,$0.02
Electric usage,2024-09-04,09:00,09:29,0.25,$0.03
Electric usage,2024-09-04,09:30,09:59,0.18,$0.02
Electric usage,2024-09-04,10:00,10:29,0.14,$0.02
Electric usage,2024-09-04,10:30,10:59,0.14,$0.02
Electric usage,2024-09-04,11:00,11:29,0.14,$0.02
Electric usage,2024-09-04,11:30,11:59,0.12,$0.02
Electric usage,2024-09-04,12:00,12:29,0.09,$0.01
Electric usage,2024-09-04,12:30,12:59,0.11,$0.01
Electric usage,2024-09-04,13:00,13:29,0.09,$0.01
Electric usage,2024-09-04,13:30,13:59,0.12,$0.02
Electric usage,2024-09-04,14:00,14:29,0.12,$0.02
Electric usage,2024-09-04,14:30,14:59,0.12,$0.02
Electric usage,2024-09-04,15:00,15:29,0.14,$0.02
Electric usage,2024-09-04,15:30,15:59,0.13,$0.02
Electric usage,2024-09-04,16:00,16:29,0.12,$0.02
Electric usage,2024-09-04,16:30,16:59,0.13,$0.02
Electric usage,2024-09-04,17:00,17:29,0.19,$0.03
Electric usage,2024-09-04,17:30,17:59,0.83,$0.11
Electric usage,2024-09-04,18:00,18:29,0.84,$0.11
Electric usage,2024-09-04,18:30,18:59,0.53,$0.07
Electric usage,2024-09-04,19:00,19:29,0.14,$0.02
Electric usage,2024-09-04,19:30,19:59,0.59,$0.08
Electric usage,2024-09-04,20:00,20:29,0.31,$0.04
Electric usage,2024-09-04,20:30,20:59,0.38,$0.05
Electric usage,2024-09-04,21:00,21:29,0.86,$0.12
Electric usage,2024-09-04,21:30,21:59,1.51,$0.21
Electric usage,2024-09-04,22:00,22:29,1.42,$0.19
Electric usage,2024-09-04,22:30,22:59,0.95,$0.13
Electric usage,2024-09-04,23:00,23:29,0.84,$0.11
Electric usage,2024-09-04,23:30,23:59,0.84,$0.11
Electric usage,2024-09-05,00:00,00:29,0.84,$0.11
Electric usage,2024-09-05,00:30,00:59,0.84,$0.11
Electric usage,2024-09-05,01:00,01:29,0.84,$0.11
Electric usage,2024-09-05,01:30,01:59,0.84,$0.11
Electric usage,2024-09-05,02:00,02:29,0.84,$0.11
Electric usage,2024-09-05,02:30,02:59,0.83,$0.11
Electric usage,2024-09-05,03:00,03:29,0.82,$0.11
Electric usage,2024-09-05,03:30,03:59,0.85,$0.12
Electric usage,2024-09-05,04:00,04:29,0.83,$0.11
Electric usage,2024-09-05,04:30,04:59,0.83,$0.11
Electric usage,2024-09-05,05:00,05:29,0.84,$0.11
Electric usage,2024-09-05,05:30,05:59,0.84,$0.11
Electric usage,2024-09-05,06:00,06:29,0.84,$0.11
Electric usage,2024-09-05,06:30,06:59,0.84,$0.11
Electric usage,2024-09-05,07:00,07:29,1.15,$0.16
Electric usage,2024-09-05,07:30,07:59,0.87,$0.12
Electric usage,2024-09-05,08:00,08:29,0.85,$0.12
Electric usage,2024-09-05,08:30,08:59,0.93,$0.13
Electric usage,2024-09-05,09:00,09:29,0.98,$0.13
Electric usage,2024-09-05,09:30,09:59,1.03,$0.14
Electric usage,2024-09-05,10:00,10:29,1.21,$0.17
Electric usage,2024-09-05,10:30,10:59,1.87,$0.25
Electric usage,2024-09-05,11:00,11:29,1.17,$0.16
Electric usage,2024-09-05,11:30,11:59,1.02,$0.14
Electric usage,2024-09-05,12:00,12:29,0.90,$0.12
Electric usage,2024-09-05,12:30,12:59,0.95,$0.13
Electric usage,2024-09-05,13:00,13:29,0.99,$0.13
Electric usage,2024-09-05,13:30,13:59,1.05,$0.14
Electric usage,2024-09-05,14:00,14:29,0.81,$0.11
Electric usage,2024-09-05,14:30,14:59,1.58,$0.22
Electric usage,2024-09-05,15:00,15:29,1.53,$0.21
Electric usage,2024-09-05,15:30,15:59,0.72,$0.10
Electric usage,2024-09-05,16:00,16:29,0.18,$0.02
Electric usage,2024-09-05,16:30,16:59,1.85,$0.25
Electric usage,2024-09-05,17:00,17:29,2.33,$0.32
Electric usage,2024-09-05,17:30,17:59,1.46,$0.20
Electric usage,2024-09-05,18:00,18:29,0.58,$0.08
Electric usage,2024-09-05,18:30,18:59,0.23,$0.03
Electric usage,2024-09-05,19:00,19:29,0.28,$0.04
Electric usage,2024-09-05,19:30,19:59,1.35,$0.18
Electric usage,2024-09-05,20:00,20:29,0.71,$0.10
Electric usage,2024-09-05,20:30,20:59,0.61,$0.08
Electric usage,2024-09-05,21:00,21:29,0.61,$0.08
Electric usage,2024-09-05,21:30,21:59,0.90,$0.12
Electric usage,2024-09-05,22:00,22:29,1.13,$0.15
Electric usage,2024-09-05,22:30,22:59,1.08,$0.15
Electric usage,2024-09-05,23:00,23:29,1.20,$0.16
Electric usage,2024-09-05,23:30,23:59,0.62,$0.08
Electric usage,2024-09-06,00:00,00:29,0.89,$0.12
Electric usage,2024-09-06,00:30,00:59,0.62,$0.08
Electric usage,2024-09-06,01:00,01:29,0.72,$0.10
Electric usage,2024-09-06,01:30,01:59,0.78,$0.11
Electric usage,2024-09-06,02:00,02:29,0.60,$0.08
Electric usage,2024-09-06,02:30,02:59,0.87,$0.12
Electric usage,2024-09-06,03:00,03:29,0.61,$0.08
Electric usage,2024-09-06,03:30,03:59,0.87,$0.12
Electric usage,2024-09-06,04:00,04:29,0.51,$0.07
Electric usage,2024-09-06,04:30,04:59,0.56,$0.08
Electric usage,2024-09-06,05:00,05:29,0.76,$0.10
Electric usage,2024-09-06,05:30,05:59,0.54,$0.07
Electric usage,2024-09-06,06:00,06:29,0.91,$0.12
Electric usage,2024-09-06,06:30,06:59,0.19,$0.03
Electric usage,2024-09-06,07:00,07:29,0.41,$0.06
Electric usage,2024-09-06,07:30,07:59,0.24,$0.03
Electric usage,2024-09-06,08:00,08:29,0.70,$0.09
Electric usage,2024-09-06,08:30,08:59,0.56,$0.08
Electric usage,2024-09-06,09:00,09:29,0.23,$0.03
Electric usage,2024-09-06,09:30,09:59,0.48,$0.07
Electric usage,2024-09-06,10:00,10:29,0.20,$0.03
Electric usage,2024-09-06,10:30,10:59,0.44,$0.06
Electric usage,2024-09-06,11:00,11:29,0.30,$0.04
Electric usage,2024-09-06,11:30,11:59,0.25,$0.03
Electric usage,2024-09-06,12:00,12:29,0.15,$0.02
Electric usage,2024-09-06,12:30,12:59,0.22,$0.03
Electric usage,2024-09-06,13:00,13:29,0.17,$0.02
Electric usage,2024-09-06,13:30,13:59,0.17,$0.02
Electric usage,2024-09-06,14:00,14:29,0.17,$0.02
Electric usage,2024-09-06,14:30,14:59,0.15,$0.02
Electric usage,2024-09-06,15:00,15:29,0.15,$0.02
Electric usage,2024-09-06,15:30,15:59,0.18,$0.02
Electric usage,2024-09-06,16:00,16:29,0.16,$0.02
Electric usage,2024-09-06,16:30,16:59,1.16,$0.16
Electric usage,2024-09-06,17:00,17:29,0.84,$0.11
Electric usage,2024-09-06,17:30,17:59,0.87,$0.12
Electric usage,2024-09-06,18:00,18:29,0.22,$0.03
Electric usage,2024-09-06,18:30,18:59,0.28,$0.04
Electric usage,2024-09-06,19:00,19:29,0.22,$0.03
Electric usage,2024-09-06,19:30,19:59,0.22,$0.03
Electric usage,2024-09-06,20:00,20:29,0.21,$0.03
Electric usage,2024-09-06,20:30,20:59,0.22,$0.03
Electric usage,2024-09-06,21:00,21:29,0.19,$0.03
Electric usage,2024-09-06,21:30,21:59,0.20,$0.03
Electric usage,2024-09-06,22:00,22:29,0.18,$0.02
Electric usage,2024-09-06,22:30,22:59,0.17,$0.02
Electric usage,2024-09-06,23:00,23:29,0.10,$0.01
Electric usage,2024-09-06,23:30,23:59,0.09,$0.01
Electric usage,2024-09-07,00:00,00:29,0.09,$0.01
Electric usage,2024-09-07,00:30,00:59,0.08,$0.01
Electric usage,2024-09-07,01:00,01:29,0.09,$0.01
Electric usage,2024-09-07,01:30,01:59,0.10,$0.01
Electric usage,2024-09-07,02:00,02:29,0.08,$0.01
Electric usage,2024-09-07,02:30,02:59,0.08,$0.01
Electric usage,2024-09-07,03:00,03:29,0.09,$0.01
Electric usage,2024-09-07,03:30,03:59,0.09,$0.01
Electric usage,2024-09-07,04:00,04:29,0.09,$0.01
Electric usage,2024-09-07,04:30,04:59,0.08,$0.01
Electric usage,2024-09-07,05:00,05:29,0.09,$0.01
Electric usage,2024-09-07,05:30,05:59,0.10,$0.01
Electric usage,2024-09-07,06:00,06:29,0.10,$0.01
Electric usage,2024-09-07,06:30,06:59,0.50,$0.07
Electric usage,2024-09-07,07:00,07:29,0.49,$0.07
Electric usage,2024-09-07,07:30,07:59,0.28,$0.04
Electric usage,2024-09-07,08:00,08:29,0.76,$0.10
Electric usage,2024-09-07,08:30,08:59,0.72,$0.10
Electric usage,2024-09-07,09:00,09:29,0.17,$0.02
Electric usage,2024-09-07,09:30,09:59,0.17,$0.02
Electric usage,2024-09-07,10:00,10:29,0.17,$0.02
Electric usage,2024-09-07,10:30,10:59,0.16,$0.02
Electric usage,2024-09-07,11:00,11:29,0.18,$0.02
Electric usage,2024-09-07,11:30,11:59,0.19,$0.03
Electric usage,2024-09-07,12:00,12:29,0.40,$0.05
Electric usage,2024-09-07,12:30,12:59,0.37,$0.05
Electric usage,2024-09-07,13:00,13:29,0.68,$0.09
Electric usage,2024-09-07,13:30,13:59,0.42,$0.06
Electric usage,2024-09-07,14:00,14:29,0.60,$0.08
Electric usage,2024-09-07,14:30,14:59,0.34,$0.05
Electric usage,2024-09-07,15:00,15:29,0.64,$0.09
Electric usage,2024-09-07,15:30,15:59,0.43,$0.06
Electric usage,2024-09-07,16:00,16:29,0.40,$0.05
Electric usage,2024-09-07,16:30,16:59,0.22,$0.03
Electric usage,2024-09-07,17:00,17:29,0.20,$0.03
Electric usage,2024-09-07,17:30,17:59,0.18,$0.02
Electric usage,2024-09-07,18:00,18:29,0.24,$0.03
Electric usage,2024-09-07,18:30,18:59,0.23,$0.03
Electric usage,2024-09-07,19:00,19:29,0.40,$0.05
Electric usage,2024-09-07,19:30,19:59,0.15,$0.02
Electric usage,2024-09-07,20:00,20:29,0.13,$0.02
Electric usage,2024-09-07,20:30,20:59,0.13,$0.02
Electric usage,2024-09-07,21:00,21:29,0.14,$0.02
Electric usage,2024-09-07,21:30,21:59,0.17,$0.02
Electric usage,2024-09-07,22:00,22:29,0.14,$0.02
Electric usage,2024-09-07,22:30,22:59,0.16,$0.02
Electric usage,2024-09-07,23:00,23:29,0.08,$0.01
Electric usage,2024-09-07,23:30,23:59,0.07,$0.01
Electric usage,2024-09-08,00:00,00:29,0.08,$0.01
Electric usage,2024-09-08,00:30,00:59,0.08,$0.01
Electric usage,2024-09-08,01:00,01:29,0.06,$0.01
Electric usage,2024-09-08,01:30,01:59,0.07,$0.01
Electric usage,2024-09-08,02:00,02:29,0.07,$0.01
Electric usage,2024-09-08,02:30,02:59,0.08,$0.01
Electric usage,2024-09-08,03:00,03:29,0.08,$0.01
Electric usage,2024-09-08,03:30,03:59,0.05,$0.01
Electric usage,2024-09-08,04:00,04:29,0.08,$0.01
Electric usage,2024-09-08,04:30,04:59,0.07,$0.01
Electric usage,2024-09-08,05:00,05:29,0.09,$0.01
Electric usage,2024-09-08,05:30,05:59,0.09,$0.01
Electric usage,2024-09-08,06:00,06:29,0.08,$0.01
Electric usage,2024-09-08,06:30,06:59,0.58,$0.08
Electric usage,2024-09-08,07:00,07:29,0.26,$0.04
Electric usage,2024-09-08,07:30,07:59,0.22,$0.03
Electric usage,2024-09-08,08:00,08:29,0.19,$0.03
Electric usage,2024-09-08,08:30,08:59,0.19,$0.03
Electric usage,2024-09-08,09:00,09:29,0.14,$0.02
Electric usage,2024-09-08,09:30,09:59,0.35,$0.05
Electric usage,2024-09-08,10:00,10:29,0.13,$0.02
Electric usage,2024-09-08,10:30,10:59,0.12,$0.02
Electric usage,2024-09-08,11:00,11:29,0.14,$0.02
Electric usage,2024-09-08,11:30,11:59,0.09,$0.01
Electric usage,2024-09-08,12:00,12:29,0.41,$0.06
Electric usage,2024-09-08,12:30,12:59,0.22,$0.03
Electric usage,2024-09-08,13:00,13:29,0.12,$0.02
Electric usage,2024-09-08,13:30,13:59,0.20,$0.03
Electric usage,2024-09-08,14:00,14:29,0.15,$0.02
Electric usage,2024-09-08,14:30,14:59,0.13,$0.02
Electric usage,2024-09-08,15:00,15:29,0.24,$0.03
Electric usage,2024-09-08,15:30,15:59,0.11,$0.01
